Frame,Camera,Status,PointIdx,X,Y,Radius,Metric
419,2,Raw,0,1128.649,689.640,36.700,0.1571
419,2,Raw,1,893.070,664.059,48.684,0.2622
420,0,Raw,0,447.459,683.713,44.641,0.2071
420,3,Raw,0,871.891,686.416,35.715,0.2119
420,3,Raw,1,694.328,685.398,47.490,0.3125
420,1,Raw,0,1163.129,644.947,37.045,0.2645
420,1,Raw,1,1005.282,685.215,48.789,0.2874
420,2,Raw,0,1147.220,658.907,36.664,0.2084
420,2,Raw,1,908.640,676.752,48.654,0.2422
421,0,Raw,0,474.463,676.995,34.661,0.1739
421,0,Raw,1,544.382,701.579,45.602,0.1495
421,3,Raw,0,879.624,666.471,35.292,0.2321
421,3,Raw,1,786.481,694.188,47.539,0.3601
421,1,Raw,0,1166.154,623.680,37.172,0.3013
421,1,Raw,1,951.170,689.348,49.224,0.2761
421,2,Raw,0,1154.989,637.444,36.359,0.2353
421,2,Raw,1,935.758,680.008,48.730,0.2876
422,0,Raw,0,554.841,685.360,35.983,0.1382
422,0,Raw,1,671.339,722.164,45.416,0.2683
422,1,Raw,0,1115.734,624.699,36.379,0.3078
422,1,Raw,1,886.041,690.864,48.866,0.3186
422,2,Raw,0,1167.205,634.640,36.475,0.2224
422,2,Raw,1,977.120,677.934,48.521,0.2746
422,3,Raw,0,909.044,701.565,46.780,0.2942
423,0,Raw,0,603.056,692.957,35.510,0.1749
423,0,Raw,1,753.928,721.416,44.835,0.3262
423,1,Raw,0,1051.417,636.314,36.684,0.3135
423,1,Raw,1,817.273,684.982,49.344,0.2893
423,2,Raw,0,1129.058,641.250,36.186,0.2377
423,2,Raw,1,965.300,668.764,47.575,0.3293
423,3,Raw,0,964.414,694.698,46.572,0.2279
424,1,Raw,0,958.655,627.786,36.535,0.2505
424,1,Raw,1,731.542,693.597,49.183,0.3538
424,0,Raw,0,686.240,685.247,35.076,0.2322
424,0,Raw,1,846.052,733.937,45.244,0.2827
424,2,Raw,0,1089.428,625.649,36.017,0.2376
424,2,Raw,1,945.188,670.159,47.984,0.3561
424,3,Raw,0,996.527,658.792,37.039,0.1709
424,3,Raw,1,1019.697,699.546,45.917,0.2224
425,1,Raw,0,855.287,643.768,36.806,0.2763
425,1,Raw,1,620.358,679.031,47.733,0.3659
425,0,Raw,0,814.919,710.558,34.847,0.2096
425,0,Raw,1,973.197,727.162,45.237,0.3136
425,2,Raw,0,1079.288,635.352,36.016,0.2711
425,2,Raw,1,922.370,647.783,46.937,0.3176
425,3,Raw,0,1098.164,679.915,46.765,0.2378
428,2,Raw,0,830.956,555.328,36.835,0.2460
428,2,Raw,1,622.587,493.065,46.998,0.5762
428,1,Raw,0,317.317,607.742,36.442,0.3919
428,1,Raw,1,103.690,565.129,47.923,0.4187
428,3,Raw,0,1172.837,520.719,45.798,0.3070
429,2,Raw,0,656.658,511.655,35.487,0.4452
429,2,Raw,1,429.404,479.996,45.980,0.5356
429,3,Raw,0,1022.504,492.606,45.604,0.2897
429,1,Raw,0,134.235,580.951,36.250,0.3330
426,1,Raw,0,719.630,620.867,36.753,0.2985
426,1,Raw,1,486.856,656.007,47.979,0.3413
426,2,Raw,0,1053.854,602.633,35.896,0.3295
426,2,Raw,1,899.928,616.073,46.852,0.4020
426,0,Raw,0,972.851,697.416,35.156,0.1999
426,0,Raw,1,1132.139,714.912,45.128,0.2939
426,3,Raw,0,1199.223,653.705,46.686,0.2368
427,1,Raw,0,547.058,610.599,35.945,0.3335
427,1,Raw,1,309.517,613.666,47.833,0.4374
427,2,Raw,0,987.216,579.803,37.089,0.2266
427,2,Raw,1,806.087,559.729,45.847,0.5393
427,0,Raw,0,1141.840,688.955,34.885,0.1832
427,3,Raw,0,1238.684,597.063,45.893,0.1909
430,2,Raw,0,485.795,489.178,35.417,0.3964
430,2,Raw,1,298.745,530.228,46.492,0.4193
430,3,Raw,0,1064.968,506.607,36.674,0.1842
430,3,Raw,1,845.235,526.727,44.923,0.4313
430,0,Raw,0,1191.958,576.806,43.724,0.2562
430,1,Raw,0,11.978,572.980,36.660,0.1843
431,3,Raw,0,905.700,545.952,35.238,0.2637
431,3,Raw,1,682.478,552.928,45.365,0.4283
431,0,Raw,0,1042.860,587.118,43.829,0.3781
431,2,Raw,0,356.471,544.705,36.214,0.3175
431,2,Raw,1,216.847,568.929,47.480,0.4236
431,1,Raw,0,17.690,667.654,47.977,0.1918
432,3,Raw,0,752.251,588.543,35.295,0.2434
432,3,Raw,1,531.422,548.747,45.733,0.3911
432,0,Raw,0,925.427,570.499,42.802,0.2693
432,2,Raw,0,287.551,599.518,35.743,0.3168
432,2,Raw,1,114.389,578.000,47.266,0.3246
432,1,Raw,0,46.523,694.636,37.424,0.1978
433,0,Raw,0,884.453,531.698,42.923,0.3470
433,3,Raw,0,622.155,618.449,36.289,0.1205
433,3,Raw,1,449.841,515.853,45.606,0.4058
433,1,Raw,0,123.395,735.145,36.990,0.2617
433,2,Raw,0,245.712,640.771,35.695,0.2777
433,2,Raw,1,35.753,551.169,48.208,0.1587
434,3,Raw,0,595.536,596.436,36.964,0.1113
434,3,Raw,1,446.166,516.373,44.494,0.3405
434,0,Raw,0,908.400,619.170,34.698,0.1521
434,0,Raw,1,900.471,534.583,43.454,0.3626
434,2,Raw,0,238.481,620.022,36.264,0.3044
434,1,Raw,0,140.943,712.377,37.235,0.2640
435,3,Raw,0,669.855,587.000,35.481,0.1354
435,3,Raw,1,478.540,516.579,45.629,0.3680
435,0,Raw,0,907.110,536.565,43.975,0.2805
435,1,Raw,0,111.100,696.534,36.856,0.2643
435,2,Raw,0,270.929,603.714,35.862,0.2733
435,2,Raw,1,53.270,549.590,47.101,0.2954
436,3,Raw,0,734.473,595.413,36.360,0.2267
436,3,Raw,1,527.139,522.436,45.563,0.3236
436,0,Raw,0,917.382,543.650,42.626,0.2919
436,1,Raw,0,101.368,699.459,36.884,0.2085
436,2,Raw,0,310.492,607.801,36.423,0.3127
436,2,Raw,1,116.982,550.892,47.729,0.3316
437,3,Raw,0,774.849,629.965,36.179,0.1885
437,3,Raw,1,558.443,578.297,45.353,0.3330
437,0,Raw,0,865.912,596.919,44.225,0.2829
437,1,Raw,0,212.473,716.441,37.137,0.2226
437,1,Raw,1,162.200,691.817,49.876,0.1856
437,2,Raw,0,415.380,635.935,35.853,0.2743
437,2,Raw,1,226.405,603.268,47.833,0.3502
438,3,Raw,0,786.217,707.277,35.802,0.1895
438,3,Raw,1,572.826,635.016,46.071,0.2919
438,0,Raw,0,762.050,645.586,43.599,0.2724
438,2,Raw,0,551.809,709.358,35.679,0.3353
438,2,Raw,1,366.170,654.677,48.450,0.3305
438,1,Raw,0,399.750,773.860,37.534,0.1021
438,1,Raw,1,352.923,728.092,49.927,0.2415
439,0,Raw,0,822.187,741.344,36.063,0.1257
439,0,Raw,1,702.350,695.684,43.531,0.2883
439,2,Raw,0,684.787,714.119,35.893,0.3153
439,2,Raw,1,483.682,702.805,48.401,0.3089
439,3,Raw,0,828.016,720.035,35.226,0.1904
439,3,Raw,1,606.810,688.200,46.650,0.3244
439,1,Raw,0,551.124,762.180,36.998,0.1962
440,0,Raw,0,894.095,724.407,35.660,0.1480
440,0,Raw,1,712.113,710.401,44.134,0.3465
440,2,Raw,0,644.341,689.863,36.941,0.1953
440,2,Raw,1,505.241,714.715,47.732,0.2547
440,3,Raw,0,854.689,697.091,35.281,0.1978
440,3,Raw,1,627.878,702.189,46.919,0.2755
441,0,Raw,0,871.742,731.443,34.598,0.1150
441,0,Raw,1,684.073,703.620,44.142,0.3392
441,3,Raw,0,811.239,706.325,35.601,0.2279
441,3,Raw,1,587.297,698.595,46.645,0.2610
441,2,Raw,0,602.997,703.905,36.486,0.2281
441,2,Raw,1,475.291,714.105,47.319,0.2658
442,0,Raw,0,824.416,730.883,36.556,0.1483
442,0,Raw,1,615.046,680.786,44.217,0.2954
442,3,Raw,0,701.229,713.448,35.750,0.2473
442,3,Raw,1,517.973,681.835,46.943,0.2940
442,1,Raw,0,531.457,761.504,49.317,0.1809
442,2,Raw,0,487.124,722.770,36.020,0.2013
442,2,Raw,1,448.923,701.193,48.910,0.1638
443,0,Raw,0,770.959,731.618,34.748,0.1694
443,0,Raw,1,565.192,677.339,44.421,0.2346
443,3,Raw,0,643.883,720.402,35.225,0.1844
443,3,Raw,1,508.550,680.075,46.742,0.2911
443,1,Raw,0,605.166,752.716,48.983,0.2746
443,2,Raw,0,493.986,698.486,46.898,0.1892
444,0,Raw,0,728.372,716.275,35.187,0.1729
444,0,Raw,1,553.676,688.488,44.469,0.3134
444,3,Raw,0,601.120,709.798,35.301,0.1845
444,3,Raw,1,551.241,691.102,46.578,0.1873
444,1,Raw,0,672.692,751.159,49.100,0.2555
444,2,Raw,0,445.758,725.353,36.879,0.1467
444,2,Raw,1,572.144,704.950,47.937,0.2842
445,0,Raw,0,714.699,712.412,35.278,0.1627
445,0,Raw,1,574.427,698.449,43.821,0.2057
445,1,Raw,0,706.053,746.361,49.373,0.2442
445,2,Raw,0,466.431,722.307,36.888,0.1555
445,2,Raw,1,638.157,705.644,48.114,0.3203
445,3,Raw,0,610.272,696.774,46.959,0.3030
446,2,Raw,0,509.411,717.059,37.310,0.1353
446,2,Raw,1,685.125,699.279,47.813,0.2991
446,1,Raw,0,708.604,737.789,49.633,0.2287
446,0,Raw,0,753.127,718.427,35.010,0.1732
446,0,Raw,1,617.782,703.306,45.447,0.2201
446,3,Raw,0,672.840,696.740,47.138,0.2327
447,2,Raw,0,514.976,710.180,36.530,0.1340
447,2,Raw,1,668.781,695.121,47.675,0.3026
447,0,Raw,0,826.951,723.227,34.551,0.1941
447,0,Raw,1,670.361,705.354,44.639,0.3016
447,1,Raw,0,655.110,736.797,49.807,0.2387
447,3,Raw,0,704.008,694.286,47.594,0.1928
448,2,Raw,0,497.367,703.572,36.225,0.1449
448,2,Raw,1,637.695,691.792,47.633,0.2933
448,1,Raw,0,574.946,740.240,49.374,0.2572
448,0,Raw,0,909.514,725.762,34.765,0.1462
448,0,Raw,1,744.165,707.889,44.611,0.2941
448,3,Raw,0,767.598,700.302,35.350,0.1546
448,3,Raw,1,739.028,690.878,48.389,0.1672
449,2,Raw,0,498.415,682.380,35.090,0.1480
449,2,Raw,1,615.889,686.194,47.563,0.3496
449,3,Raw,0,840.931,682.947,35.447,0.1957
449,3,Raw,1,783.257,688.064,46.392,0.2029
449,1,Raw,0,266.280,756.297,36.421,0.2138
449,1,Raw,1,497.720,740.362,49.218,0.3051
449,0,Raw,0,1006.736,717.510,34.552,0.1744
449,0,Raw,1,824.022,711.055,44.397,0.3553
450,2,Raw,0,528.876,650.347,35.330,0.1732
450,2,Raw,1,603.498,684.495,47.948,0.4752
450,0,Raw,0,1102.599,703.143,34.863,0.1828
450,0,Raw,1,899.016,717.975,44.639,0.3247
450,1,Raw,0,217.540,725.246,36.785,0.2420
450,1,Raw,1,432.154,744.225,48.794,0.3588
450,3,Raw,0,930.777,659.653,35.531,0.1779
450,3,Raw,1,831.421,689.586,46.187,0.2372
451,2,Raw,0,600.967,665.339,47.308,0.4984
451,1,Raw,0,182.561,707.064,36.423,0.2463
451,1,Raw,1,373.329,727.220,49.682,0.3493
451,0,Raw,0,1184.224,699.908,34.983,0.1745
451,0,Raw,1,970.601,709.023,45.277,0.2548
451,3,Raw,0,1013.691,646.137,34.881,0.2450
451,3,Raw,1,881.794,673.757,46.543,0.3171
452,2,Raw,0,463.103,621.866,35.423,0.1911
452,2,Raw,1,578.144,655.920,47.239,0.4788
452,0,Raw,0,1173.654,678.962,34.969,0.1630
452,0,Raw,1,991.432,700.150,44.573,0.3492
452,1,Raw,0,110.646,705.513,36.635,0.2944
452,1,Raw,1,340.840,720.560,49.172,0.3388
452,3,Raw,0,939.229,628.619,35.442,0.2139
452,3,Raw,1,880.590,663.125,45.843,0.2842
453,2,Raw,0,406.260,597.023,35.305,0.3371
453,2,Raw,1,545.003,669.698,47.259,0.5018
453,3,Raw,0,874.343,598.509,35.476,0.1895
453,3,Raw,1,846.928,673.543,45.516,0.3293
453,1,Raw,0,95.578,684.250,36.897,0.2027
453,1,Raw,1,328.917,737.893,48.738,0.2872
453,0,Raw,0,1135.111,645.139,35.343,0.1569
453,0,Raw,1,974.882,707.868,44.978,0.2702
454,2,Raw,0,440.761,619.581,35.483,0.3100
454,2,Raw,1,578.573,643.747,46.878,0.4983
454,1,Raw,0,126.844,703.259,36.411,0.2325
454,1,Raw,1,364.586,707.247,48.729,0.3037
454,3,Raw,0,891.889,622.853,36.479,0.2187
454,3,Raw,1,859.345,650.193,45.009,0.2844
454,0,Raw,0,1130.262,668.661,34.809,0.1599
454,0,Raw,1,961.043,684.570,44.219,0.3084
455,2,Raw,0,512.968,602.815,35.351,0.2667
455,2,Raw,1,656.904,643.729,47.496,0.5823
455,3,Raw,0,938.251,611.739,36.197,0.2193
455,3,Raw,1,913.476,656.541,45.136,0.3544
455,1,Raw,0,185.237,678.442,36.311,0.2346
455,1,Raw,1,422.598,699.065,48.998,0.3487
455,0,Raw,0,1127.645,659.924,35.274,0.1547
455,0,Raw,1,964.522,693.526,45.248,0.3223
456,2,Raw,0,580.601,581.939,35.692,0.2874
456,2,Raw,1,723.054,629.107,47.868,0.5053
456,1,Raw,0,229.294,651.638,35.951,0.2475
456,1,Raw,1,466.711,678.630,48.598,0.3996
456,0,Raw,0,1138.788,649.224,35.250,0.1381
456,0,Raw,1,974.809,687.842,45.301,0.3034
456,3,Raw,0,989.361,597.020,36.615,0.1966
456,3,Raw,1,965.204,647.350,46.314,0.3292
457,2,Raw,0,636.689,532.698,35.604,0.2367
457,2,Raw,1,757.899,609.662,47.484,0.5035
457,0,Raw,0,1175.916,611.641,34.649,0.1869
457,0,Raw,1,1000.147,675.938,45.000,0.3089
457,1,Raw,0,247.050,595.935,36.016,0.2517
457,1,Raw,1,474.493,655.418,49.182,0.3648
457,3,Raw,0,1054.441,553.590,35.783,0.1675
457,3,Raw,1,1006.245,631.469,46.369,0.2735
458,2,Raw,0,592.868,527.288,35.543,0.2444
458,2,Raw,1,741.622,605.390,47.464,0.4269
458,1,Raw,0,246.738,592.316,36.596,0.2279
458,1,Raw,1,479.327,652.462,49.048,0.3177
458,0,Raw,0,1129.317,597.709,35.334,0.1377
458,0,Raw,1,975.835,667.001,44.809,0.2752
458,3,Raw,0,990.086,543.306,35.955,0.2009
458,3,Raw,1,978.491,625.542,45.574,0.3396
459,2,Raw,0,569.658,568.745,35.663,0.2626
459,2,Raw,1,761.402,631.750,47.802,0.3689
459,1,Raw,0,301.017,634.726,36.562,0.2201
459,1,Raw,1,533.351,675.242,49.035,0.3110
459,0,Raw,0,1032.551,623.242,35.406,0.1068
459,0,Raw,1,924.314,687.510,44.696,0.2977
459,3,Raw,0,905.791,579.651,35.642,0.1589
459,3,Raw,1,953.245,649.962,46.604,0.3694
460,2,Raw,0,547.113,621.119,35.646,0.2116
460,2,Raw,1,761.763,650.536,47.861,0.3427
460,1,Raw,0,361.285,686.185,36.454,0.2659
460,1,Raw,1,587.312,691.581,48.590,0.2979
460,0,Raw,0,930.813,657.913,35.450,0.1431
460,0,Raw,1,853.082,696.675,44.470,0.2568
460,3,Raw,0,818.268,624.992,35.057,0.1154
460,3,Raw,1,901.409,665.589,46.946,0.3530
461,2,Raw,0,534.871,662.594,35.780,0.1727
461,2,Raw,1,762.546,685.969,47.474,0.3716
461,1,Raw,0,413.103,725.750,37.085,0.3089
461,1,Raw,1,621.910,724.739,48.100,0.3610
461,0,Raw,0,849.255,684.220,36.690,0.1408
461,0,Raw,1,808.944,723.944,43.991,0.2659
461,3,Raw,0,750.748,659.748,34.837,0.1275
461,3,Raw,1,869.739,697.800,46.673,0.4139
462,1,Raw,0,460.413,750.550,36.907,0.2612
462,1,Raw,1,682.233,750.337,48.691,0.3025
462,0,Raw,0,798.952,704.789,36.213,0.1038
462,0,Raw,1,732.373,740.731,44.834,0.2837
462,2,Raw,0,545.515,689.836,36.149,0.2589
462,2,Raw,1,765.520,715.207,47.811,0.3340
462,3,Raw,0,720.604,685.493,35.106,0.1443
462,3,Raw,1,814.627,723.299,46.867,0.3443
463,0,Raw,0,636.707,754.692,45.650,0.2423
463,1,Raw,0,536.506,753.232,37.525,0.2503
463,1,Raw,1,769.624,771.043,49.071,0.1877
463,2,Raw,0,580.308,698.601,35.978,0.2131
463,2,Raw,1,784.370,740.914,48.453,0.3112
463,3,Raw,0,754.509,745.955,47.071,0.3722
464,0,Raw,0,678.262,728.023,35.961,0.1544
464,0,Raw,1,552.763,740.418,45.364,0.2760
464,1,Raw,0,860.274,756.451,48.836,0.2311
464,2,Raw,0,631.071,723.840,36.246,0.1724
464,2,Raw,1,819.169,732.882,48.484,0.3007
464,3,Raw,0,715.341,737.375,47.527,0.2518
465,0,Raw,0,635.101,730.389,35.613,0.1316
465,0,Raw,1,489.545,724.002,44.753,0.2962
465,1,Raw,0,692.883,767.430,38.116,0.1425
465,1,Raw,1,931.784,737.104,49.582,0.2414
465,2,Raw,0,682.698,727.396,36.784,0.2057
465,2,Raw,1,854.057,720.749,48.297,0.3060
465,3,Raw,0,689.975,724.625,46.871,0.3454
466,0,Raw,0,611.629,727.492,35.217,0.1386
466,0,Raw,1,488.818,719.845,44.925,0.2836
466,3,Raw,0,725.599,719.029,46.777,0.2170
466,2,Raw,0,715.530,723.780,36.345,0.1877
466,2,Raw,1,907.085,710.305,48.275,0.3155
466,1,Raw,0,735.041,759.336,37.559,0.2284
466,1,Raw,1,972.671,721.687,49.380,0.2580
467,0,Raw,0,629.274,727.106,35.560,0.1134
467,0,Raw,1,550.855,727.151,45.442,0.1730
467,1,Raw,0,747.527,747.477,37.683,0.2577
467,1,Raw,1,971.577,709.831,49.274,0.2453
467,2,Raw,0,751.583,714.496,36.564,0.1518
467,2,Raw,1,969.415,701.889,48.662,0.2709
467,3,Raw,0,731.084,717.106,37.503,0.1017
467,3,Raw,1,814.866,719.108,46.864,0.2318
468,0,Raw,0,707.505,745.950,36.075,0.1073
468,0,Raw,1,677.369,744.091,45.175,0.1898
468,1,Raw,0,718.767,751.735,36.569,0.3104
468,1,Raw,1,918.116,703.739,48.558,0.3282
468,2,Raw,0,793.487,719.459,36.015,0.1932
468,2,Raw,1,1024.464,695.904,48.952,0.2456
468,3,Raw,0,817.589,728.952,36.167,0.1230
468,3,Raw,1,946.940,722.517,47.438,0.2569
469,1,Raw,0,679.284,726.570,36.726,0.2831
469,1,Raw,1,837.939,703.070,48.037,0.3446
469,0,Raw,0,827.703,765.135,45.098,0.2059
469,2,Raw,0,833.441,694.360,35.591,0.2182
469,2,Raw,1,1068.764,692.667,47.936,0.2839
469,3,Raw,0,912.570,711.499,35.739,0.1610
469,3,Raw,1,1087.964,729.510,47.583,0.2971
473,1,Raw,0,427.049,658.717,35.633,0.3745
473,1,Raw,1,658.507,631.741,47.704,0.5664
473,2,Raw,0,927.998,616.493,35.227,0.3473
473,2,Raw,1,1125.435,613.985,47.690,0.5276
473,0,Raw,0,1240.858,732.538,34.713,0.1230
473,0,Raw,1,1132.402,736.406,44.749,0.3097
470,1,Raw,0,637.551,719.211,36.712,0.2954
470,1,Raw,1,782.197,693.400,48.144,0.4365
470,0,Raw,0,932.711,770.421,44.272,0.1150
470,2,Raw,0,864.466,686.463,36.077,0.2468
470,2,Raw,1,1096.589,681.016,47.517,0.2992
470,3,Raw,0,997.438,709.911,35.511,0.1539
470,3,Raw,1,1183.733,724.916,47.546,0.2345
474,1,Raw,0,386.991,642.515,35.773,0.4278
474,1,Raw,1,621.692,613.319,47.635,0.5388
474,2,Raw,0,937.995,598.964,35.066,0.3642
474,2,Raw,1,1113.409,593.734,47.410,0.5823
474,0,Raw,0,1171.229,720.774,45.013,0.3105
471,1,Raw,0,571.500,710.115,36.493,0.3848
471,1,Raw,1,745.132,678.139,47.798,0.4564
471,2,Raw,0,882.511,674.297,36.196,0.2437
471,2,Raw,1,1116.339,664.482,47.854,0.3889
471,0,Raw,0,1003.308,766.951,45.390,0.2136
471,3,Raw,0,1088.823,703.499,35.787,0.1587
475,1,Raw,0,356.431,590.313,35.670,0.4955
475,1,Raw,1,590.113,599.354,47.718,0.6792
475,0,Raw,0,1221.768,713.554,45.306,0.3126
475,2,Raw,0,978.202,549.011,35.281,0.4152
475,2,Raw,1,1119.922,578.118,46.941,0.6852
472,1,Raw,0,492.352,700.876,35.823,0.3757
472,1,Raw,1,705.366,656.511,48.368,0.5059
472,0,Raw,0,1123.535,756.425,35.522,0.1341
472,0,Raw,1,1065.854,752.749,45.929,0.1742
472,2,Raw,0,902.643,659.888,35.526,0.2957
472,2,Raw,1,1122.755,640.590,47.237,0.4554
472,3,Raw,0,1197.612,696.154,36.645,0.1127
476,1,Raw,0,333.688,553.455,35.889,0.4390
476,1,Raw,1,560.946,585.371,47.368,0.6703
476,2,Raw,0,1001.108,513.168,35.358,0.3876
476,2,Raw,1,1124.808,562.801,46.672,0.7961
476,0,Raw,0,1266.847,704.027,45.163,0.2268
477,1,Raw,0,339.586,545.657,35.450,0.4249
477,1,Raw,1,573.788,561.033,47.490,0.6484
477,2,Raw,0,998.808,504.079,35.237,0.3303
477,2,Raw,1,1151.439,540.626,47.067,0.7931
477,0,Raw,0,1275.701,687.393,44.391,0.2153
478,1,Raw,0,403.673,589.894,35.371,0.4597
478,1,Raw,1,633.175,553.050,47.372,0.6662
478,2,Raw,0,984.341,549.596,35.084,0.3503
478,2,Raw,1,1183.107,537.042,46.730,0.5471
478,0,Raw,0,1228.069,680.979,45.458,0.3626
479,1,Raw,0,524.308,624.915,35.844,0.5053
479,1,Raw,1,729.894,572.463,47.530,0.5838
479,0,Raw,0,1160.059,703.608,35.014,0.1600
479,0,Raw,1,1111.825,692.224,45.899,0.2310
479,2,Raw,0,978.480,592.087,34.915,0.3058
479,2,Raw,1,1200.643,562.728,47.256,0.4886
480,1,Raw,0,589.075,673.336,35.732,0.4926
480,1,Raw,1,794.300,588.869,47.844,0.5249
480,0,Raw,0,1062.339,738.031,34.429,0.1922
480,0,Raw,1,1004.425,695.286,45.207,0.2821
480,2,Raw,0,968.917,641.888,35.488,0.2653
480,2,Raw,1,1181.340,583.049,47.831,0.4000
480,3,Raw,0,1194.672,681.621,35.818,0.1495
481,1,Raw,0,689.193,732.822,35.840,0.4278
481,1,Raw,1,865.784,603.374,48.209,0.4917
481,0,Raw,0,871.335,690.286,45.195,0.3284
481,2,Raw,0,947.325,705.911,35.952,0.2036
481,2,Raw,1,1148.251,599.740,48.520,0.3218
481,3,Raw,0,1064.047,735.324,36.808,0.1331
481,3,Raw,1,1174.614,645.268,47.144,0.2513
482,0,Raw,0,822.493,725.513,45.296,0.2511
482,1,Raw,0,747.190,740.751,36.611,0.3345
482,1,Raw,1,855.008,658.302,48.596,0.4075
482,2,Raw,0,868.802,714.798,35.758,0.2631
482,2,Raw,1,1086.951,649.554,47.521,0.3445
482,3,Raw,0,894.245,731.302,35.821,0.1677
482,3,Raw,1,1096.028,688.868,47.499,0.3226
483,0,Raw,0,622.164,736.773,34.946,0.1490
483,0,Raw,1,779.035,732.228,45.797,0.3165
483,1,Raw,0,826.386,741.103,37.068,0.2057
483,1,Raw,1,831.054,684.226,48.173,0.2884
483,2,Raw,0,843.762,717.867,36.105,0.2971
483,2,Raw,1,1011.868,670.629,47.626,0.2482
483,3,Raw,0,784.305,728.375,36.102,0.1450
483,3,Raw,1,1013.777,702.128,47.596,0.2539
484,0,Raw,0,687.366,728.583,45.538,0.3057
484,3,Raw,0,713.994,733.193,35.427,0.1918
484,3,Raw,1,939.467,706.664,48.136,0.2686
484,2,Raw,0,807.698,729.037,36.392,0.2968
484,2,Raw,1,1004.865,680.436,48.033,0.2473
484,1,Raw,0,842.717,753.250,36.543,0.2651
484,1,Raw,1,894.365,690.291,48.700,0.2959
485,0,Raw,0,593.706,714.777,44.231,0.2115
485,1,Raw,0,824.077,761.653,36.440,0.2875
485,1,Raw,1,961.966,686.438,48.584,0.3612
485,3,Raw,0,679.823,733.434,36.132,0.1790
485,3,Raw,1,864.691,701.894,47.501,0.2668
485,2,Raw,0,769.867,734.454,36.306,0.2358
485,2,Raw,1,998.686,679.906,48.452,0.2366
486,0,Raw,0,527.934,738.095,35.580,0.1060
486,0,Raw,1,486.344,726.439,45.404,0.1921
486,2,Raw,0,736.466,743.043,36.179,0.1677
486,2,Raw,1,964.845,711.255,49.113,0.2746
486,1,Raw,0,813.892,773.429,37.078,0.1755
486,1,Raw,1,1018.546,716.148,48.654,0.2935
486,3,Raw,0,644.371,740.226,35.631,0.1842
486,3,Raw,1,762.131,724.514,47.892,0.2825
487,0,Raw,0,494.231,736.902,34.535,0.1089
487,0,Raw,1,329.139,729.741,44.990,0.2932
487,2,Raw,0,721.079,749.481,36.625,0.2180
487,2,Raw,1,874.016,747.061,48.699,0.3154
487,3,Raw,0,583.949,744.781,48.846,0.2139
487,1,Raw,0,1071.145,754.060,49.939,0.1944
488,2,Raw,0,829.232,757.567,48.648,0.2416
488,3,Raw,0,574.901,760.167,35.762,0.1793
488,3,Raw,1,503.013,749.211,47.919,0.1824
488,0,Raw,0,455.607,749.225,34.541,0.2144
488,0,Raw,1,265.743,727.127,45.834,0.2717
488,1,Raw,0,1086.927,765.925,49.903,0.1539
489,3,Raw,0,615.287,768.320,36.237,0.1517
489,3,Raw,1,495.648,739.488,47.557,0.2565
489,0,Raw,0,475.904,759.791,34.836,0.1452
489,0,Raw,1,268.764,717.676,45.205,0.2864
489,2,Raw,0,814.092,747.904,47.984,0.2459
489,1,Raw,0,1072.413,758.814,50.555,0.1498
490,3,Raw,0,663.308,760.421,36.326,0.2174
490,3,Raw,1,504.498,750.431,46.471,0.2857
490,0,Raw,0,505.024,756.935,35.054,0.1864
490,0,Raw,1,289.588,728.581,46.965,0.2449
490,2,Raw,0,804.775,758.721,48.356,0.2454
490,1,Raw,0,1053.245,770.111,49.535,0.1348
491,3,Raw,0,690.119,756.828,35.764,0.2519
491,3,Raw,1,525.552,745.492,47.101,0.2933
491,0,Raw,0,531.078,755.497,35.295,0.1123
491,0,Raw,1,314.529,726.846,46.055,0.2352
491,2,Raw,0,806.777,752.146,48.213,0.3618
491,1,Raw,0,1034.082,765.883,50.155,0.1514
492,0,Raw,0,331.183,728.751,45.362,0.2625
492,2,Raw,0,823.136,751.137,48.970,0.2437
492,1,Raw,0,872.875,762.122,36.531,0.2460
492,1,Raw,1,1032.845,763.399,48.998,0.1436
492,3,Raw,0,726.692,746.992,35.349,0.2383
492,3,Raw,1,548.787,746.796,47.318,0.2846
493,3,Raw,0,782.506,734.560,35.503,0.2489
493,3,Raw,1,591.228,746.182,47.242,0.2762
493,0,Raw,0,575.636,742.476,34.790,0.1103
493,0,Raw,1,358.215,732.552,45.836,0.2744
493,2,Raw,0,891.145,722.901,37.550,0.1620
493,2,Raw,1,854.828,747.898,47.977,0.2029
493,1,Raw,0,893.826,738.852,36.910,0.2236
493,1,Raw,1,1035.180,757.281,49.898,0.2262
494,0,Raw,0,612.077,745.777,34.639,0.1437
494,0,Raw,1,395.152,734.766,45.520,0.2840
494,3,Raw,0,827.197,734.417,36.320,0.2383
494,3,Raw,1,631.303,744.669,47.378,0.3020
494,1,Raw,0,886.562,734.023,36.350,0.2079
494,1,Raw,1,1018.734,753.151,49.438,0.3223
494,2,Raw,0,918.355,718.852,37.726,0.1799
494,2,Raw,1,871.840,743.228,48.312,0.1999
495,0,Raw,0,649.697,743.118,34.814,0.1573
495,0,Raw,1,431.491,724.360,45.158,0.2355
495,3,Raw,0,842.903,728.097,35.530,0.2366
495,3,Raw,1,655.373,730.222,46.365,0.2496
495,1,Raw,0,841.766,731.750,36.180,0.2604
495,1,Raw,1,989.644,738.980,48.891,0.3369
